epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,train/foundation_p3_loss,train/foundation_p4_loss,train/foundation_p5_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,2001.69,1.89376,3.06118,0.02746,0.99492,15.7647,0.21668,0.19103,0.12497,0.05853,1.96978,3.03767,0.03688,0,0,15.7647,0,15.7647,0,0.082191,0.159554,3.00161,3.00161,0,1,16.7384,16.7392,13.8166,0.0097525,0.0097525,0.0097525,0.00487625,0.019505
12,2182.95,1.86795,2.99225,0.02687,0.99519,15.5839,0.25295,0.20281,0.14725,0.07119,1.95651,2.89227,0.03636,0,0,15.5839,0,15.5839,0,0.0812471,0.160775,3.00161,3.00161,0,1,16.5461,16.5545,13.6512,0.00972775,0.00972775,0.00972775,0.00486388,0.0194555
13,2364.29,1.84719,2.94553,0.0265,0.99446,15.4598,0.23184,0.20884,0.14934,0.07507,1.94548,2.90095,0.03604,0,0,15.4598,0,15.4598,0,0.0805967,0.16185,3.00161,3.00161,0,1,16.404,16.397,13.5784,0.009703,0.009703,0.009703,0.0048515,0.019406
14,2545.57,1.83835,2.89625,0.02637,0.99536,15.2271,0.27681,0.23419,0.17684,0.09065,1.86969,2.74729,0.0341,0,0,15.2271,0,15.2271,0,0.0793809,0.161616,3.00161,3.00161,0,1,16.1337,16.184,13.3635,0.00967825,0.00967825,0.00967825,0.00483913,0.0193565
15,2729.17,1.82138,2.86818,0.02589,0.99676,15.1445,0.27955,0.23128,0.18157,0.09381,1.86969,2.77043,0.03439,0,0,15.1445,0,15.1445,0,0.0789546,0.162336,3.00161,3.00161,0,1,16.0294,16.0859,13.318,0.0096535,0.0096535,0.0096535,0.00482675,0.019307
16,2914.23,1.81087,2.82998,0.02559,0.99571,15.0906,0.28591,0.24112,0.19437,0.10297,1.85291,2.71155,0.03351,0,0,15.0906,0,15.0906,0,0.0786723,0.163896,3.00161,3.00161,0,1,15.9603,16.062,13.2494,0.00962875,0.00962875,0.00962875,0.00481438,0.0192575
17,3098.89,1.7969,2.79168,0.02534,0.99742,14.9897,0.3084,0.25843,0.21019,0.10838,1.83726,2.61714,0.03331,0,0,14.9897,0,14.9897,0,0.0781526,0.164599,3.00161,3.00161,0,1,15.8316,15.9317,13.2059,0.009604,0.009604,0.009604,0.004802,0.019208
18,3282.5,1.78067,2.75941,0.02532,0.99857,14.9136,0.32932,0.27325,0.23024,0.12362,1.786,2.54075,0.03213,0,0,14.9136,0,14.9136,0,0.0777491,0.165986,3.00161,3.00161,0,1,15.7483,15.8249,13.1676,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,3465.7,1.76293,2.72695,0.02475,0.99689,14.7082,0.34276,0.2844,0.24566,0.13501,1.7787,2.49028,0.03187,0,0,14.7082,0,14.7082,0,0.076689,0.165676,3.00161,3.00161,0,1,15.5045,15.6527,12.9675,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,3649.92,1.74771,2.67616,0.0245,0.99587,14.5332,0.35627,0.28184,0.24568,0.13198,1.78208,2.51139,0.03195,0,0,14.5332,0,14.5332,0,0.0757638,0.166017,3.00161,3.00161,0,1,15.333,15.472,12.7947,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,3832.44,1.74842,2.66049,0.02439,0.99628,14.4864,0.36747,0.28526,0.25878,0.14263,1.74242,2.43298,0.03088,0,0,14.4864,0,14.4864,0,0.0755209,0.166328,3.00161,3.00161,0,1,15.2856,15.4329,12.7407,0.009505,0.009505,0.009505,0.0047525,0.01901
22,4013.33,1.73475,2.63806,0.02409,0.997,14.3838,0.34619,0.288,0.25519,0.14011,1.77015,2.44123,0.03149,0,0,14.3838,0,14.3838,0,0.0749937,0.167008,3.00161,3.00161,0,1,15.1656,15.3308,12.6549,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,4194.31,1.7233,2.61045,0.02392,0.99751,14.3215,0.39474,0.31766,0.29067,0.15909,1.72524,2.35712,0.03043,0,0,14.3215,0,14.3215,0,0.0746651,0.167631,3.00161,3.00161,0,1,15.0818,15.2615,12.6213,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,4376.21,1.71606,2.5831,0.02376,0.99706,14.2689,0.39201,0.31169,0.2925,0.16426,1.72698,2.33365,0.03057,0,0,14.2689,0,14.2689,0,0.0743885,0.16843,3.00161,3.00161,0,1,15.0492,15.2051,12.5526,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,4557.96,1.70215,2.54737,0.02364,0.99693,14.1869,0.40616,0.32744,0.30569,0.17301,1.70041,2.28389,0.02995,0,0,14.1869,0,14.1869,0,0.0739602,0.169572,3.00161,3.00161,0,1,14.9396,15.136,12.4849,0.009406,0.009406,0.009406,0.004703,0.018812
26,4738.54,1.70123,2.54667,0.02349,0.99792,14.0599,0.42468,0.32577,0.31085,0.17865,1.68712,2.25423,0.02954,0,0,14.0599,0,14.0599,0,0.0732982,0.168191,3.00161,3.00161,0,1,14.819,14.9692,12.3915,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,4920.27,1.68868,2.51157,0.02323,0.99755,13.9868,0.41936,0.32503,0.31282,0.17884,1.68478,2.2674,0.02934,0,0,13.9868,0,13.9868,0,0.0729209,0.169232,3.00161,3.00161,0,1,14.7677,14.8936,12.2992,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,5102.38,1.69016,2.49608,0.02329,0.99733,13.9285,0.40945,0.34507,0.31395,0.18027,1.65784,2.25266,0.02889,0,0,13.9285,0,13.9285,0,0.0726155,0.169191,3.00161,3.00161,0,1,14.6676,14.8515,12.2664,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,5284.02,1.68465,2.49314,0.0231,0.99912,14.0136,0.42638,0.34568,0.32882,0.1914,1.66369,2.19337,0.02903,0,0,14.0136,0,14.0136,0,0.0730539,0.170668,3.00161,3.00161,0,1,14.783,14.9299,12.3278,0.009307,0.009307,0.009307,0.0046535,0.018614
30,5464.55,1.6683,2.48055,0.02297,0.99769,13.8995,0.42817,0.35344,0.33936,0.19658,1.65643,2.1816,0.02876,0,0,13.8996,0,13.8996,0,0.0724694,0.170431,3.00161,3.00161,0,1,14.662,14.8116,12.2251,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,5644.8,1.67467,2.45718,0.0228,0.9982,13.8344,0.4355,0.35403,0.34145,0.20145,1.65057,2.14628,0.02853,0,0,13.8344,0,13.8344,0,0.0721239,0.17041,3.00161,3.00161,0,1,14.5751,14.7576,12.1704,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,5825.18,1.66998,2.44839,0.02291,0.99829,13.7974,0.4479,0.35546,0.34405,0.20432,1.62537,2.14631,0.02794,0,0,13.7974,0,13.7974,0,0.0719342,0.170583,3.00161,3.00161,0,1,14.5596,14.7027,12.1297,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,6005.99,1.66138,2.42492,0.02289,0.99883,13.8482,0.43806,0.37287,0.35725,0.20717,1.63647,2.11736,0.0283,0,0,13.8482,0,13.8482,0,0.072199,0.17269,3.00161,3.00161,0,1,14.6192,14.7256,12.1998,0.009208,0.009208,0.009208,0.004604,0.018416
34,6186.79,1.6622,2.41912,0.02269,0.99919,13.767,0.44167,0.38161,0.36151,0.21301,1.6275,2.08565,0.02802,0,0,13.767,0,13.767,0,0.0717755,0.172022,3.00161,3.00161,0,1,14.5268,14.6662,12.1078,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,6366.98,1.64842,2.39881,0.02246,0.99836,13.7195,0.45554,0.37997,0.3691,0.22041,1.60667,2.07078,0.02755,0,0,13.7194,0,13.7194,0,0.0715212,0.17292,3.00161,3.00161,0,1,14.4644,14.5969,12.0971,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,6547.61,1.64052,2.39069,0.02247,0.99934,13.7514,0.46348,0.38314,0.37518,0.22161,1.6075,2.05756,0.02761,0,0,13.7514,0,13.7514,0,0.0716884,0.174062,3.00161,3.00161,0,1,14.4845,14.6199,12.1499,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,6729.08,1.64236,2.36786,0.02234,0.99832,13.7219,0.47156,0.38442,0.38051,0.22562,1.60623,2.04512,0.02755,0,0,13.7219,0,13.7219,0,0.0715369,0.174761,3.00161,3.00161,0,1,14.4671,14.5707,12.128,0.009109,0.009109,0.009109,0.0045545,0.018218
38,6911.51,1.63308,2.36348,0.02237,0.9997,13.6202,0.4812,0.38167,0.39045,0.23171,1.59319,2.02348,0.02729,0,0,13.6201,0,13.6201,0,0.0710047,0.174034,3.00161,3.00161,0,1,14.3623,14.483,12.0151,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,7094.98,1.63157,2.34457,0.02236,0.99785,13.616,0.482,0.38839,0.38945,0.2338,1.58599,2.01009,0.02715,0,0,13.616,0,13.616,0,0.0709907,0.174752,3.00161,3.00161,0,1,14.3588,14.4899,11.9993,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,7276.05,1.63399,2.34306,0.02225,0.99808,13.5841,0.47535,0.39896,0.39481,0.23686,1.57799,1.98749,0.0269,0,0,13.5841,0,13.5841,0,0.07082,0.174704,3.00161,3.00161,0,1,14.3339,14.4632,11.9553,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,7456.62,1.62318,2.33256,0.02213,0.99969,13.5742,0.49221,0.39775,0.40239,0.24098,1.57113,1.96969,0.02671,0,0,13.5742,0,13.5742,0,0.0707659,0.17514,3.00161,3.00161,0,1,14.3076,14.4446,11.9705,0.00901,0.00901,0.00901,0.004505,0.01802
42,7639.86,1.63692,2.33111,0.02205,0.99954,13.5272,0.47824,0.40576,0.40541,0.24427,1.56453,1.97398,0.02654,0,0,13.5271,0,13.5271,0,0.0705201,0.174188,3.00161,3.00161,0,1,14.2724,14.3973,11.9117,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,7820.54,1.62068,2.30758,0.02195,0.99957,13.532,0.5004,0.40455,0.41282,0.25011,1.55837,1.95309,0.02637,0,0,13.532,0,13.532,0,0.0705459,0.176075,3.00161,3.00161,0,1,14.2586,14.3881,11.9493,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,8003.32,1.61791,2.29077,0.02191,0.99745,13.4369,0.50484,0.40439,0.41475,0.25229,1.55417,1.94277,0.02623,0,0,13.4369,0,13.4369,0,0.0700481,0.175785,3.00161,3.00161,0,1,14.1525,14.3258,11.8324,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,8183.95,1.60956,2.28671,0.02177,0.99882,13.416,0.52029,0.40315,0.42164,0.25647,1.55164,1.92182,0.02613,0,0,13.416,0,13.416,0,0.0699418,0.176044,3.00161,3.00161,0,1,14.1359,14.2773,11.8348,0.008911,0.008911,0.008911,0.0044555,0.017822
46,8365.91,1.60164,2.28212,0.02176,0.99855,13.4028,0.52371,0.41299,0.42567,0.25944,1.54983,1.90894,0.02613,0,0,13.4028,0,13.4028,0,0.069873,0.176413,3.00161,3.00161,0,1,14.117,14.2935,11.7979,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,8547.42,1.61168,2.2544,0.02175,0.99857,13.3247,0.5273,0.41674,0.42968,0.26297,1.5456,1.89891,0.02601,0,0,13.3247,0,13.3247,0,0.0694683,0.176329,3.00161,3.00161,0,1,14.0377,14.1951,11.7411,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,8729.12,1.60429,2.25952,0.02158,0.99874,13.2883,0.5223,0.41921,0.43292,0.26512,1.54337,1.88679,0.02597,0,0,13.2883,0,13.2883,0,0.069273,0.176034,3.00161,3.00161,0,1,13.9708,14.1883,11.7057,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,8911.59,1.60276,2.24344,0.02162,0.99888,13.2297,0.51519,0.42605,0.43773,0.26843,1.53782,1.87906,0.02587,0,0,13.2297,0,13.2297,0,0.0689776,0.176453,3.00161,3.00161,0,1,13.9485,14.1166,11.624,0.008812,0.008812,0.008812,0.004406,0.017624
50,9092.56,1.59987,2.22573,0.02147,0.99881,13.2144,0.5269,0.41527,0.43941,0.26944,1.53528,1.87088,0.02583,0,0,13.2144,0,13.2144,0,0.0688996,0.177019,3.00161,3.00161,0,1,13.9061,14.114,11.6231,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,9274.5,1.6007,2.23012,0.02154,0.99967,13.2815,0.5302,0.41939,0.44448,0.27303,1.52986,1.86014,0.02568,0,0,13.2815,0,13.2815,0,0.0692426,0.177595,3.00161,3.00161,0,1,14.0065,14.1971,11.6409,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,9455.44,1.59529,2.21494,0.02142,0.99885,13.1933,0.53679,0.42204,0.44865,0.27598,1.52608,1.85238,0.02556,0,0,13.1932,0,13.1932,0,0.0687847,0.177433,3.00161,3.00161,0,1,13.8807,14.0864,11.6127,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,9641.82,1.58035,2.21586,0.02123,0.99925,13.1669,0.53427,0.42811,0.4514,0.27711,1.51845,1.85189,0.02539,0,0,13.1668,0,13.1668,0,0.0686421,0.177509,3.00161,3.00161,0,1,13.837,14.0646,11.599,0.008713,0.008713,0.008713,0.0043565,0.017426
54,9836.46,1.58626,2.20261,0.02127,0.99907,13.1507,0.53141,0.43067,0.45341,0.27848,1.51637,1.84007,0.02532,0,0,13.1507,0,13.1507,0,0.0685611,0.178034,3.00161,3.00161,0,1,13.8274,14.0415,11.5832,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,10027.5,1.58385,2.19909,0.02129,0.99959,13.1108,0.5374,0.43286,0.45592,0.28,1.51322,1.83393,0.02528,0,0,13.1108,0,13.1108,0,0.0683505,0.177583,3.00161,3.00161,0,1,13.7946,13.99,11.5479,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,10215.9,1.58336,2.18076,0.02136,0.99918,13.0933,0.53641,0.43941,0.45869,0.28209,1.51121,1.82608,0.02524,0,0,13.0933,0,13.0933,0,0.0682623,0.178123,3.00161,3.00161,0,1,13.7589,13.9983,11.5227,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,10403.3,1.57418,2.17743,0.02112,0.99923,13.0421,0.53418,0.44085,0.46073,0.28379,1.50798,1.82093,0.02517,0,0,13.0421,0,13.0421,0,0.0679923,0.178084,3.00161,3.00161,0,1,13.7097,13.9443,11.4722,0.008614,0.008614,0.008614,0.004307,0.017228
58,10589.9,1.56783,2.16993,0.0211,0.99934,13.048,0.53768,0.44211,0.46246,0.28513,1.50524,1.81481,0.0251,0,0,13.048,0,13.048,0,0.0680255,0.178717,3.00161,3.00161,0,1,13.7284,13.9413,11.4745,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,10774.8,1.57788,2.16982,0.02112,0.99948,13.0544,0.53974,0.44395,0.46464,0.28748,1.50253,1.80573,0.02504,0,0,13.0544,0,13.0544,0,0.0680551,0.178553,3.00161,3.00161,0,1,13.7313,13.9356,11.4962,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,10960.1,1.57842,2.1641,0.02105,0.99958,13.0321,0.54557,0.44424,0.46682,0.28953,1.49937,1.80129,0.02495,0,0,13.0321,0,13.0321,0,0.0679561,0.178606,3.00161,3.00161,0,1,13.7049,13.9355,11.4558,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,11145.2,1.5808,2.16234,0.02123,0.9991,13.2485,0.54436,0.44448,0.46948,0.29146,1.49708,1.79747,0.0249,0,0,13.2485,0,13.2485,0,0.069074,0.181752,3.00161,3.00161,0,1,13.8357,14.0574,11.8525,0.008515,0.008515,0.008515,0.0042575,0.01703
62,11327.2,1.57492,2.14525,0.02102,0.9995,13.0384,0.54549,0.44488,0.47039,0.29245,1.49613,1.79282,0.02488,0,0,13.0384,0,13.0384,0,0.0679733,0.179662,3.00161,3.00161,0,1,13.712,13.9083,11.4949,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,11508,1.56811,2.14637,0.02093,0.99942,13.0636,0.55292,0.44601,0.47247,0.29395,1.49266,1.79022,0.0248,0,0,13.0636,0,13.0636,0,0.0681054,0.180495,3.00161,3.00161,0,1,13.7233,13.9304,11.537,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,11688.2,1.57073,2.13369,0.02083,0.99986,13.0435,0.55549,0.44564,0.47385,0.29513,1.49043,1.78877,0.02475,0,0,13.0435,0,13.0435,0,0.0680065,0.180631,3.00161,3.00161,0,1,13.7135,13.8986,11.5183,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,11867.5,1.55151,2.12517,0.02077,0.99946,12.9694,0.55907,0.44712,0.47637,0.29631,1.4895,1.78189,0.02476,0,0,12.9694,0,12.9694,0,0.067613,0.180963,3.00161,3.00161,0,1,13.6299,13.841,11.4374,0.008416,0.008416,0.008416,0.004208,0.016832
66,12049.4,1.56502,2.1211,0.02087,0.99945,12.9822,0.56836,0.44466,0.47844,0.29785,1.48795,1.77682,0.02473,0,0,12.9822,0,12.9822,0,0.0676744,0.180611,3.00161,3.00161,0,1,13.632,13.8721,11.4424,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,12230.2,1.559,2.11314,0.02084,0.99959,12.8915,0.56973,0.44524,0.47965,0.29913,1.48797,1.77064,0.02472,0,0,12.8915,0,12.8915,0,0.0672215,0.179933,3.00161,3.00161,0,1,13.5734,13.7705,11.3307,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,12409.9,1.55562,2.09889,0.02063,0.99967,13.0114,0.56657,0.44698,0.48079,0.30038,1.48665,1.76714,0.02468,0,0,13.0114,0,13.0114,0,0.0678333,0.182694,3.00161,3.00161,0,1,13.7165,13.9254,11.3922,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,12591.3,1.54669,2.09329,0.02068,0.99962,12.881,0.56714,0.44998,0.48296,0.30187,1.48495,1.76281,0.02464,0,0,12.881,0,12.881,0,0.0671559,0.181681,3.00161,3.00161,0,1,13.5573,13.7735,11.3123,0.008317,0.008317,0.008317,0.0041585,0.016634
70,12772.5,1.54607,2.09377,0.02064,0.99946,12.8352,0.57276,0.45046,0.48442,0.30309,1.48304,1.75988,0.02459,0,0,12.8352,0,12.8352,0,0.0669159,0.18066,3.00161,3.00161,0,1,13.5328,13.7363,11.2367,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,12952.5,1.54882,2.08037,0.02057,0.9995,12.7989,0.57687,0.44993,0.48568,0.30435,1.48102,1.75766,0.02454,0,0,12.7989,0,12.7989,0,0.0667275,0.180927,3.00161,3.00161,0,1,13.4894,13.689,11.2182,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,13132.4,1.5408,2.07725,0.02055,0.99985,12.8828,0.57916,0.45066,0.48651,0.30504,1.47936,1.75492,0.0245,0,0,12.8828,0,12.8828,0,0.0671607,0.182478,3.00161,3.00161,0,1,13.5774,13.8013,11.2695,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,13313.2,1.55232,2.0798,0.02058,0.99952,12.7828,0.58142,0.44905,0.48791,0.30619,1.47786,1.75201,0.02447,0,0,12.7828,0,12.7828,0,0.0666419,0.18055,3.00161,3.00161,0,1,13.4526,13.6619,11.2338,0.008218,0.008218,0.008218,0.004109,0.016436
74,13493.1,1.54268,2.07038,0.02044,0.99957,12.7672,0.58565,0.44817,0.48928,0.30748,1.47655,1.74886,0.02445,0,0,12.7671,0,12.7671,0,0.0665552,0.181398,3.00161,3.00161,0,1,13.445,13.6555,11.201,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,13675.9,1.54064,2.06915,0.02054,0.9997,12.7763,0.58816,0.44823,0.49075,0.30872,1.47453,1.74786,0.0244,0,0,12.7763,0,12.7763,0,0.0666128,0.181696,3.00161,3.00161,0,1,13.4492,13.6753,11.2044,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,13857.6,1.54641,2.06485,0.02037,0.99964,12.7304,0.58998,0.44921,0.49197,0.30972,1.47325,1.74548,0.02437,0,0,12.7304,0,12.7304,0,0.0663645,0.181166,3.00161,3.00161,0,1,13.3851,13.6506,11.1556,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,14039.5,1.53798,2.05482,0.02032,0.99952,12.6512,0.58209,0.45449,0.4926,0.31056,1.47148,1.74425,0.02434,0,0,12.6513,0,12.6513,0,0.0659579,0.180772,3.00161,3.00161,0,1,13.316,13.5411,11.0967,0.008119,0.008119,0.008119,0.0040595,0.016238
78,14221.7,1.5344,2.03953,0.02035,0.99967,12.6964,0.58382,0.45457,0.49383,0.31134,1.47043,1.74158,0.02431,0,0,12.6964,0,12.6964,0,0.0661961,0.182523,3.00161,3.00161,0,1,13.3844,13.5906,11.1141,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,14402.4,1.53634,2.04923,0.0204,0.99958,12.6509,0.57852,0.45733,0.49492,0.31214,1.46913,1.73872,0.02428,0,0,12.6509,0,12.6509,0,0.0659542,0.180894,3.00161,3.00161,0,1,13.3014,13.5522,11.0992,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,14583.5,1.53475,2.03905,0.02036,0.99998,12.6742,0.58453,0.45589,0.49583,0.31309,1.4675,1.73691,0.02423,0,0,12.6742,0,12.6742,0,0.0660754,0.182174,3.00161,3.00161,0,1,13.3506,13.567,11.105,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,14764.2,1.53184,2.02892,0.02026,0.9997,12.6672,0.58683,0.45579,0.49675,0.31378,1.46569,1.73442,0.02419,0,0,12.6672,0,12.6672,0,0.0660398,0.182796,3.00161,3.00161,0,1,13.3337,13.5563,11.1116,0.00802,0.00802,0.00802,0.00401,0.01604
82,14947.2,1.51813,2.03222,0.02019,0.99972,12.6838,0.58935,0.45309,0.49746,0.31453,1.46469,1.73105,0.02418,0,0,12.6838,0,12.6838,0,0.0661264,0.182896,3.00161,3.00161,0,1,13.3622,13.5618,11.1274,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,15129.9,1.52719,2.02117,0.02019,0.9998,12.6276,0.58587,0.45828,0.49824,0.3152,1.46243,1.72902,0.02412,0,0,12.6276,0,12.6276,0,0.0658328,0.18231,3.00161,3.00161,0,1,13.2873,13.5225,11.073,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,15312,1.52186,2.02061,0.02001,0.99965,12.5873,0.58565,0.45942,0.49878,0.3159,1.46166,1.72656,0.02411,0,0,12.5873,0,12.5873,0,0.065623,0.182308,3.00161,3.00161,0,1,13.2574,13.4696,11.0351,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,15492.6,1.53214,2.0033,0.02011,0.99965,12.5242,0.58325,0.46134,0.49974,0.31644,1.45986,1.72534,0.02407,0,0,12.5241,0,12.5241,0,0.0652897,0.181864,3.00161,3.00161,0,1,13.2091,13.4066,10.9568,0.007921,0.007921,0.007921,0.0039605,0.015842
86,15673.7,1.52592,2.00722,0.02011,0.99976,12.8803,0.58733,0.46143,0.50052,0.31714,1.45844,1.72407,0.02404,0,0,12.8803,0,12.8803,0,0.0671508,0.187196,3.00161,3.00161,0,1,13.5668,13.7446,11.3296,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,15855.3,1.51904,2.00582,0.0201,0.99984,12.7831,0.59268,0.45774,0.50158,0.318,1.45809,1.72101,0.02403,0,0,12.7831,0,12.7831,0,0.0666523,0.185899,3.00161,3.00161,0,1,13.4301,13.6156,11.3037,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
