epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,2947.24,1.79088,2.94817,0.02545,0.99492,9.18184,0.23236,0.20209,0.1441,0.06969,1.84475,2.83072,0.03381,0,0,9.18183,0,9.18183,0,0.0461908,0.0982008,3.11066,3.11066,0,1,0.0097525,0.0097525,0.0097525,0.00487625,0.019505
12,3215.92,1.76193,2.8758,0.0248,0.99445,8.92831,0.24417,0.21913,0.15232,0.07607,1.82967,2.75556,0.03325,0,0,8.92831,0,8.92831,0,0.044917,0.0976567,3.11066,3.11066,0,1,0.00972775,0.00972775,0.00972775,0.00486388,0.0194555
13,3488.33,1.74462,2.82953,0.02456,0.99561,8.85458,0.27066,0.23357,0.1732,0.08874,1.78245,2.69658,0.03217,0,0,8.85457,0,8.85457,0,0.0445444,0.0984121,3.11066,3.11066,0,1,0.009703,0.009703,0.009703,0.0048515,0.019406
14,3762.51,1.72857,2.7725,0.02431,0.99586,8.7352,0.29036,0.24475,0.20056,0.10508,1.79532,2.59274,0.03255,0,0,8.7352,0,8.7352,0,0.0439429,0.0985874,3.11066,3.11066,0,1,0.00967825,0.00967825,0.00967825,0.00483913,0.0193565
15,4025.2,1.71418,2.74269,0.02391,0.9963,8.65271,0.30361,0.24511,0.19986,0.10424,1.76215,2.57705,0.03166,0,0,8.65271,0,8.65271,0,0.0435289,0.098848,3.11066,3.11066,0,1,0.0096535,0.0096535,0.0096535,0.00482675,0.019307
16,4298.38,1.71757,2.70104,0.02383,0.99605,8.5294,0.31738,0.28488,0.23153,0.12287,1.7515,2.499,0.03141,0,0,8.5294,0,8.5294,0,0.0429085,0.0984604,3.11066,3.11066,0,1,0.00962875,0.00962875,0.00962875,0.00481438,0.0192575
17,4572.07,1.69723,2.6612,0.02363,0.99693,8.45471,0.32258,0.27861,0.22964,0.12003,1.74835,2.48641,0.03125,0,0,8.45471,0,8.45471,0,0.042533,0.0987953,3.11066,3.11066,0,1,0.009604,0.009604,0.009604,0.004802,0.019208
18,4841.44,1.68796,2.62867,0.02358,0.99674,8.37755,0.32682,0.28497,0.24128,0.13021,1.728,2.42965,0.03074,0,0,8.37755,0,8.37755,0,0.0421418,0.0989819,3.11066,3.11066,0,1,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,5111.58,1.6742,2.60114,0.0232,0.9975,8.31247,0.3418,0.30595,0.26075,0.14273,1.69128,2.36174,0.03013,0,0,8.31248,0,8.31248,0,0.0418186,0.0991471,3.11066,3.11066,0,1,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,5375.2,1.66619,2.55542,0.02306,0.99764,8.2809,0.36179,0.31218,0.27028,0.1493,1.69348,2.37896,0.02993,0,0,8.28089,0,8.28089,0,0.0416603,0.100078,3.11066,3.11066,0,1,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,5643.35,1.66402,2.54439,0.02296,0.99685,8.22083,0.3906,0.32754,0.29539,0.16505,1.67578,2.25365,0.02955,0,0,8.22083,0,8.22083,0,0.0413552,0.0998039,3.11066,3.11066,0,1,0.009505,0.009505,0.009505,0.0047525,0.01901
22,5921.32,1.65244,2.51778,0.02273,0.99648,8.12548,0.3667,0.33565,0.30001,0.16509,1.67043,2.25117,0.02953,0,0,8.12548,0,8.12548,0,0.0408798,0.0997491,3.11066,3.11066,0,1,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,6187.69,1.64925,2.48919,0.02263,0.99724,8.05949,0.40771,0.33928,0.31092,0.17584,1.65619,2.20712,0.02897,0,0,8.05948,0,8.05948,0,0.0405427,0.0996788,3.11066,3.11066,0,1,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,6460.21,1.64189,2.46228,0.0225,0.99728,8.00554,0.39105,0.35216,0.32191,0.18229,1.63578,2.20853,0.02857,0,0,8.00553,0,8.00553,0,0.0402738,0.099825,3.11066,3.11066,0,1,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,6736.82,1.62797,2.43752,0.02244,0.99733,7.9691,0.39368,0.35058,0.32566,0.1851,1.63082,2.1747,0.02849,0,0,7.96909,0,7.96909,0,0.0400903,0.100357,3.11066,3.11066,0,1,0.009406,0.009406,0.009406,0.004703,0.018812
26,7009.14,1.63174,2.44236,0.02231,0.99791,7.91311,0.41409,0.34764,0.3289,0.19046,1.63359,2.15637,0.02852,0,0,7.9131,0,7.9131,0,0.0398078,0.0995233,3.11066,3.11066,0,1,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,7284.18,1.62061,2.4012,0.02214,0.99758,7.92491,0.44764,0.36259,0.35062,0.20149,1.60996,2.11601,0.02797,0,0,7.92491,0,7.92491,0,0.0398656,0.100916,3.11066,3.11066,0,1,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,7544.74,1.62381,2.39875,0.02217,0.99753,7.84372,0.42398,0.3765,0.35666,0.20955,1.58932,2.0805,0.02747,0,0,7.84372,0,7.84372,0,0.0394579,0.0999772,3.11066,3.11066,0,1,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,7810.38,1.62106,2.38389,0.02207,0.99763,7.80929,0.44284,0.38191,0.37073,0.2164,1.58999,2.05765,0.02757,0,0,7.80929,0,7.80929,0,0.0392859,0.100109,3.11066,3.11066,0,1,0.009307,0.009307,0.009307,0.0046535,0.018614
30,8087.21,1.60435,2.37197,0.02191,0.99795,7.75394,0.44742,0.38612,0.37369,0.22035,1.57859,2.02856,0.0272,0,0,7.75394,0,7.75394,0,0.0390074,0.100041,3.11066,3.11066,0,1,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,8362.67,1.61785,2.35259,0.02191,0.99822,7.82646,0.44694,0.38956,0.37941,0.2232,1.57775,2.02248,0.02716,0,0,7.82646,0,7.82646,0,0.0393769,0.101198,3.11066,3.11066,0,1,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,8634.71,1.60038,2.33662,0.02178,0.99786,7.72834,0.46109,0.39625,0.38827,0.22982,1.56896,2.00029,0.02711,0,0,7.72833,0,7.72833,0,0.0388788,0.100755,3.11066,3.11066,0,1,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,8906.38,1.5889,2.31442,0.0217,0.9983,7.66736,0.47484,0.3913,0.39698,0.23454,1.56269,1.9971,0.02681,0,0,7.66735,0,7.66735,0,0.0385745,0.100806,3.11066,3.11066,0,1,0.009208,0.009208,0.009208,0.004604,0.018416
34,9163.47,1.59657,2.31769,0.02164,0.99814,7.6611,0.47481,0.40691,0.40787,0.24274,1.55221,1.95271,0.02658,0,0,7.6611,0,7.6611,0,0.0385419,0.100535,3.11066,3.11066,0,1,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,9436.47,1.59777,2.29474,0.02165,0.99855,7.60424,0.47491,0.40862,0.40784,0.24492,1.54271,1.95457,0.02628,0,0,7.60424,0,7.60424,0,0.0382561,0.100381,3.11066,3.11066,0,1,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,9711.69,1.57926,2.28306,0.02148,0.99853,7.5913,0.47548,0.41145,0.41095,0.2473,1.54779,1.93437,0.02642,0,0,7.5913,0,7.5913,0,0.0381879,0.100892,3.11066,3.11066,0,1,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,9985.87,1.58476,2.26783,0.02139,0.99832,7.54689,0.4948,0.4073,0.42343,0.25657,1.52774,1.91297,0.02587,0,0,7.54689,0,7.54689,0,0.0379644,0.100736,3.11066,3.11066,0,1,0.009109,0.009109,0.009109,0.0045545,0.018218
38,10244.7,1.57375,2.26254,0.02138,0.99843,7.51006,0.50258,0.41597,0.42712,0.26011,1.52401,1.89983,0.02581,0,0,7.51006,0,7.51006,0,0.0377829,0.100706,3.11066,3.11066,0,1,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,10515.1,1.57256,2.24925,0.02143,0.99877,7.47194,0.48275,0.43125,0.43014,0.26143,1.51739,1.88902,0.02571,0,0,7.47194,0,7.47194,0,0.0375868,0.100473,3.11066,3.11066,0,1,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,10774.4,1.57589,2.23989,0.02123,0.99885,7.48265,0.51017,0.43426,0.43898,0.26656,1.51101,1.86963,0.02546,0,0,7.48264,0,7.48264,0,0.0376415,0.100917,3.11066,3.11066,0,1,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,11047.3,1.56674,2.22984,0.02115,0.99858,7.4525,0.52579,0.42641,0.44296,0.27105,1.5082,1.86065,0.02538,0,0,7.4525,0,7.4525,0,0.0374894,0.100973,3.11066,3.11066,0,1,0.00901,0.00901,0.00901,0.004505,0.01802
42,11317.8,1.58202,2.22253,0.02117,0.99886,7.43853,0.53401,0.43036,0.45089,0.27603,1.50601,1.84897,0.0254,0,0,7.43853,0,7.43853,0,0.0374195,0.100443,3.11066,3.11066,0,1,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,11575.5,1.56776,2.20628,0.0211,0.99889,7.3762,0.5218,0.43828,0.45114,0.2768,1.50424,1.84154,0.02537,0,0,7.3762,0,7.3762,0,0.0371063,0.100496,3.11066,3.11066,0,1,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,11827.9,1.56547,2.19755,0.02109,0.9988,7.37693,0.52879,0.43673,0.45528,0.28291,1.49381,1.82811,0.02507,0,0,7.37693,0,7.37693,0,0.0371099,0.100911,3.11066,3.11066,0,1,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,12086.8,1.5546,2.18986,0.02089,0.99911,7.34445,0.52648,0.4382,0.45848,0.28371,1.49176,1.82299,0.02506,0,0,7.34446,0,7.34446,0,0.0369453,0.100738,3.11066,3.11066,0,1,0.008911,0.008911,0.008911,0.0044555,0.017822
46,12339.2,1.55049,2.18075,0.02102,0.99895,7.3344,0.54028,0.43751,0.46273,0.28709,1.48327,1.80903,0.02488,0,0,7.3344,0,7.3344,0,0.0368986,0.100992,3.11066,3.11066,0,1,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,12591.8,1.55713,2.15933,0.0209,0.99907,7.30766,0.53326,0.45226,0.46847,0.29074,1.48328,1.79924,0.02484,0,0,7.30767,0,7.30767,0,0.0367603,0.10106,3.11066,3.11066,0,1,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,12853.9,1.55287,2.16601,0.02085,0.99892,7.29643,0.53322,0.45877,0.47075,0.29358,1.47899,1.78877,0.02478,0,0,7.29644,0,7.29644,0,0.0367108,0.101069,3.11066,3.11066,0,1,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,13120.3,1.55224,2.15146,0.02081,0.99915,7.28544,0.53506,0.46046,0.47475,0.29683,1.47653,1.77288,0.02466,0,0,7.28544,0,7.28544,0,0.0366551,0.101307,3.11066,3.11066,0,1,0.008812,0.008812,0.008812,0.004406,0.017624
50,13382.5,1.55242,2.14155,0.02077,0.99921,7.27202,0.55978,0.45149,0.48069,0.30125,1.46945,1.76661,0.02449,0,0,7.27202,0,7.27202,0,0.0365831,0.101438,3.11066,3.11066,0,1,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,13642.5,1.5494,2.13831,0.02068,0.99911,7.21982,0.55717,0.45693,0.48319,0.3032,1.46784,1.76297,0.02442,0,0,7.21981,0,7.21981,0,0.0363212,0.10077,3.11066,3.11066,0,1,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,13904.9,1.55031,2.12769,0.02071,0.99924,7.22877,0.56147,0.45351,0.48744,0.30627,1.46511,1.75673,0.02433,0,0,7.22877,0,7.22877,0,0.0363632,0.101097,3.11066,3.11066,0,1,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,14168,1.54081,2.12484,0.0206,0.99932,7.22879,0.56312,0.46403,0.49156,0.30943,1.46192,1.7454,0.02427,0,0,7.22878,0,7.22878,0,0.0363642,0.101553,3.11066,3.11066,0,1,0.008713,0.008713,0.008713,0.0043565,0.017426
54,14424.7,1.5401,2.10902,0.02052,0.9991,7.204,0.56825,0.46127,0.4919,0.31102,1.45979,1.74054,0.0242,0,0,7.204,0,7.204,0,0.0362431,0.101648,3.11066,3.11066,0,1,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,14680.7,1.53778,2.10731,0.02056,0.99931,7.22433,0.57912,0.45714,0.49434,0.31326,1.45835,1.73291,0.02417,0,0,7.22433,0,7.22433,0,0.0363454,0.101986,3.11066,3.11066,0,1,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,14935.6,1.53542,2.09084,0.02058,0.99929,7.17669,0.5874,0.45883,0.49743,0.31558,1.45391,1.72707,0.02405,0,0,7.17669,0,7.17669,0,0.036103,0.101838,3.11066,3.11066,0,1,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,15198.9,1.51923,2.08948,0.02024,0.99941,7.15631,0.58233,0.46427,0.49896,0.31778,1.45098,1.7221,0.02398,0,0,7.15631,0,7.15631,0,0.0359972,0.101941,3.11066,3.11066,0,1,0.008614,0.008614,0.008614,0.004307,0.017228
58,15448.5,1.52442,2.08086,0.02039,0.9994,7.18041,0.57724,0.46714,0.50022,0.31933,1.44808,1.71827,0.02387,0,0,7.18041,0,7.18041,0,0.0361254,0.102404,3.11066,3.11066,0,1,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,15712,1.53346,2.08681,0.02045,0.99946,7.14579,0.57554,0.47191,0.504,0.3218,1.44786,1.70761,0.02387,0,0,7.14579,0,7.14579,0,0.0359471,0.101658,3.11066,3.11066,0,1,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,15966,1.5322,2.0709,0.02033,0.99935,7.13847,0.58399,0.47002,0.50622,0.32351,1.44599,1.69874,0.02382,0,0,7.13847,0,7.13847,0,0.0359137,0.102139,3.11066,3.11066,0,1,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,16219.8,1.52528,2.07083,0.02036,0.99948,7.11147,0.59035,0.47136,0.50815,0.32461,1.4453,1.69308,0.0238,0,0,7.11147,0,7.11147,0,0.0357766,0.101784,3.11066,3.11066,0,1,0.008515,0.008515,0.008515,0.0042575,0.01703
62,16473.9,1.52466,2.06086,0.02018,0.99927,7.11037,0.59631,0.47186,0.51,0.32621,1.44368,1.6891,0.02375,0,0,7.11037,0,7.11037,0,0.0357688,0.102143,3.11066,3.11066,0,1,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,16732.1,1.52718,2.0597,0.02024,0.99956,7.10598,0.59609,0.47357,0.51097,0.32718,1.44234,1.68511,0.02372,0,0,7.10598,0,7.10598,0,0.035747,0.101987,3.11066,3.11066,0,1,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,16986.2,1.52707,2.05333,0.02011,0.99964,7.09924,0.60047,0.47435,0.51322,0.32874,1.4406,1.6819,0.02366,0,0,7.09924,0,7.09924,0,0.0357132,0.102227,3.11066,3.11066,0,1,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,17246.9,1.51192,2.04587,0.02015,0.99945,7.08275,0.59846,0.47464,0.51633,0.33097,1.43937,1.67526,0.02362,0,0,7.08275,0,7.08275,0,0.0356337,0.102507,3.11066,3.11066,0,1,0.008416,0.008416,0.008416,0.004208,0.016832
66,17506.3,1.51952,2.04003,0.02016,0.9995,7.0669,0.60503,0.47257,0.5172,0.33226,1.43822,1.67249,0.02359,0,0,7.0669,0,7.0669,0,0.0355501,0.102262,3.11066,3.11066,0,1,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,17760.7,1.51355,2.03206,0.02011,0.9995,7.09953,0.60635,0.47282,0.51829,0.33342,1.43651,1.66916,0.02353,0,0,7.09953,0,7.09953,0,0.0357159,0.103045,3.11066,3.11066,0,1,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,18015.9,1.51552,2.02398,0.02001,0.99966,7.06247,0.60996,0.4733,0.51943,0.33443,1.43589,1.66586,0.02351,0,0,7.06247,0,7.06247,0,0.0355257,0.102655,3.11066,3.11066,0,1,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,18271.6,1.50624,2.02209,0.02009,0.99948,7.07048,0.61302,0.47317,0.52135,0.33595,1.43328,1.66406,0.02343,0,0,7.07047,0,7.07047,0,0.0355723,0.103256,3.11066,3.11066,0,1,0.008317,0.008317,0.008317,0.0041585,0.016634
70,18534.3,1.50637,2.02003,0.01999,0.9995,7.05717,0.61372,0.47572,0.52278,0.33697,1.43104,1.66122,0.02339,0,0,7.05716,0,7.05716,0,0.0355006,0.102998,3.11066,3.11066,0,1,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,18792.9,1.50698,2.01514,0.01995,0.99973,7.02816,0.61201,0.47815,0.52392,0.33818,1.4301,1.65687,0.02337,0,0,7.02815,0,7.02815,0,0.0353567,0.102777,3.11066,3.11066,0,1,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,19048,1.50227,2.01386,0.01992,0.99967,7.04132,0.60607,0.47964,0.52463,0.3386,1.42912,1.65421,0.02334,0,0,7.04131,0,7.04131,0,0.0354268,0.10314,3.11066,3.11066,0,1,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,19304.4,1.51538,2.01082,0.02001,0.99986,7.0289,0.61034,0.47874,0.52593,0.33973,1.42827,1.65138,0.02333,0,0,7.02889,0,7.02889,0,0.0353602,0.102674,3.11066,3.11066,0,1,0.008218,0.008218,0.008218,0.004109,0.016436
74,19558.9,1.50426,2.00402,0.01986,0.99954,6.99492,0.61966,0.47646,0.527,0.34108,1.42685,1.64876,0.02331,0,0,6.99492,0,6.99492,0,0.0351916,0.102633,3.11066,3.11066,0,1,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,19811.4,1.49957,2.00375,0.01993,0.99962,7.00682,0.61803,0.47713,0.52854,0.3421,1.42436,1.6474,0.02325,0,0,7.00682,0,7.00682,0,0.0352505,0.102982,3.11066,3.11066,0,1,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,20072,1.50264,2.00091,0.01973,0.99969,6.99165,0.61786,0.4798,0.52964,0.34338,1.4235,1.64396,0.02323,0,0,6.99165,0,6.99165,0,0.0351723,0.102911,3.11066,3.11066,0,1,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,20330.8,1.49864,1.99263,0.01981,0.99955,7.01509,0.62204,0.47959,0.53084,0.34427,1.42204,1.64199,0.0232,0,0,7.01509,0,7.01509,0,0.0352908,0.103467,3.11066,3.11066,0,1,0.008119,0.008119,0.008119,0.0040595,0.016238
78,20595.5,1.49563,1.97286,0.01982,0.99992,6.97221,0.61702,0.48096,0.5324,0.34543,1.42078,1.63937,0.02317,0,0,6.97221,0,6.97221,0,0.0350734,0.103586,3.11066,3.11066,0,1,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,20849.9,1.49894,1.99294,0.01985,0.99957,6.98384,0.62006,0.47991,0.53318,0.34632,1.41938,1.6368,0.02314,0,0,6.98385,0,6.98385,0,0.0351345,0.102991,3.11066,3.11066,0,1,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,21101.8,1.49433,1.97878,0.01974,0.99964,6.96504,0.62394,0.48057,0.53431,0.34694,1.41726,1.6358,0.0231,0,0,6.96504,0,6.96504,0,0.0350368,0.103316,3.11066,3.11066,0,1,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,21358.5,1.49537,1.95759,0.01974,0.99977,6.98881,0.625,0.48149,0.53543,0.34772,1.41669,1.63277,0.0231,0,0,6.98881,0,6.98881,0,0.0351569,0.104176,3.11066,3.11066,0,1,0.00802,0.00802,0.00802,0.00401,0.01604
82,21611.8,1.48265,1.96685,0.0197,0.9997,6.93527,0.62672,0.48327,0.53628,0.34853,1.41538,1.63063,0.02308,0,0,6.93526,0,6.93526,0,0.034888,0.103249,3.11066,3.11066,0,1,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,21877.3,1.49039,1.97035,0.01964,0.99981,6.97907,0.62599,0.48443,0.53701,0.34907,1.41254,1.63099,0.02301,0,0,6.97907,0,6.97907,0,0.0351067,0.103698,3.11066,3.11066,0,1,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,22138.8,1.48666,1.95826,0.01955,0.9997,6.95452,0.62834,0.48167,0.53706,0.34942,1.41098,1.62939,0.02298,0,0,6.95452,0,6.95452,0,0.0349879,0.103849,3.11066,3.11066,0,1,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,22405.5,1.4939,1.95132,0.01956,0.99973,6.92284,0.62957,0.48308,0.53763,0.35005,1.40997,1.62743,0.02294,0,0,6.92284,0,6.92284,0,0.0348287,0.103503,3.11066,3.11066,0,1,0.007921,0.007921,0.007921,0.0039605,0.015842
86,22660.2,1.49122,1.94935,0.01971,0.99969,6.908,0.63239,0.4808,0.53827,0.35082,1.40938,1.62552,0.02294,0,0,6.908,0,6.908,0,0.0347538,0.103393,3.11066,3.11066,0,1,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,22917.8,1.48511,1.94655,0.0196,0.99989,6.91962,0.6328,0.4794,0.53895,0.35142,1.40875,1.62356,0.02292,0,0,6.91962,0,6.91962,0,0.0348124,0.103762,3.11066,3.11066,0,1,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,23174.8,1.4761,1.94034,0.01949,0.99975,6.90604,0.63284,0.48211,0.53987,0.35191,1.40797,1.62119,0.0229,0,0,6.90604,0,6.90604,0,0.0347405,0.103858,3.11066,3.11066,0,1,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,23442.9,1.48758,1.9339,0.01957,0.99983,6.90505,0.63288,0.48333,0.54088,0.35282,1.40634,1.61919,0.02287,0,0,6.90505,0,6.90505,0,0.0347378,0.103738,3.11066,3.11066,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
90,23698.9,1.4832,1.94078,0.01959,0.99985,6.91111,0.6262,0.48766,0.54167,0.3534,1.40582,1.6169,0.02286,0,0,6.91111,0,6.91111,0,0.0347696,0.10371,3.11066,3.11066,0,1,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,23968.4,1.4816,1.93889,0.01959,0.99979,6.89808,0.63045,0.48577,0.54241,0.35396,1.40493,1.61453,0.02284,0,0,6.89807,0,6.89807,0,0.0347022,0.10371,3.11066,3.11066,0,1,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,24226.4,1.47302,1.92591,0.01937,0.99972,6.91349,0.63438,0.48341,0.54316,0.3548,1.40434,1.61217,0.02282,0,0,6.91348,0,6.91348,0,0.0347775,0.104559,3.11066,3.11066,0,1,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,24489.8,1.47568,1.92007,0.0195,0.99991,6.87247,0.62929,0.4866,0.5439,0.35548,1.40329,1.61037,0.02281,0,0,6.87247,0,6.87247,0,0.0345722,0.103905,3.11066,3.11066,0,1,0.007723,0.007723,0.007723,0.0038615,0.015446
94,24759.3,1.48944,1.93051,0.01944,0.99977,6.88223,0.63088,0.48559,0.54453,0.35621,1.40297,1.60727,0.0228,0,0,6.88222,0,6.88222,0,0.0346226,0.103363,3.11066,3.11066,0,1,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,25021,1.46499,1.91121,0.01927,0.99989,6.86999,0.62974,0.48821,0.54541,0.35688,1.40142,1.60572,0.02276,0,0,6.86999,0,6.86999,0,0.0345615,0.104554,3.11066,3.11066,0,1,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,25281.1,1.47358,1.90965,0.01931,0.99983,6.882,0.62927,0.48995,0.54587,0.35751,1.40038,1.60338,0.02273,0,0,6.882,0,6.882,0,0.0346197,0.104457,3.11066,3.11066,0,1,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
